date,strain_collection_id,strain_name,strain_id,query_name,query_id,control_query_id,plate,row,column,n,sd,mean,n_ctrl,sd_ctrl,mean_ctrl,growth_ratio,log2_fold_change,sd_log2_fold_change,z_score
4/26/20,MATa-deletion-384,apm1,rec1033,GAL1p-nsp4,pWJ2754,pWJ1781,2,11,21,4,0.058622321,0.778338832,4,0.049520391,0.832294526,0.935180144,-0.096683797,0.287945373,-0.372918241
4/26/20,MATa-deletion-384,yip5,rec4528,GAL1p-nsp4,pWJ2754,pWJ1781,13,6,4,4,0.137797879,1.2031103,4,0.125754026,1.286314946,0.935320523,-0.096467251,0.287945373,-0.372166202
4/26/20,MATa-deletion-384,nit1,rec2323,GAL1p-nsp4,pWJ2754,pWJ1781,11,7,4,4,0.125241036,0.933737638,4,0.029478171,0.998301467,0.935332798,-0.096448317,0.287945373,-0.372100445
4/26/20,MATa-deletion-384,gtt2,rec1548,GAL1p-nsp4,pWJ2754,pWJ1781,1,4,9,4,0.045400637,0.937871571,4,0.075137966,1.002720416,0.935333541,-0.096447171,0.287945373,-0.372096466
4/26/20,MATa-deletion-384,gis1,rec4031,GAL1p-nsp4,pWJ2754,pWJ1781,3,3,20,4,0.170818666,1.175947778,4,0.084254546,1.257119298,0.935435672,-0.09628965,0.287945373,-0.371549413
4/26/20,MATa-deletion-384,fpr3,rec6486,GAL1p-nsp4,pWJ2754,pWJ1781,9,4,17,4,0.084573618,1.019089311,4,0.026178325,1.089192146,0.935643679,-0.095968882,0.287945373,-0.370435427
4/26/20,MATa-deletion-384,ydr282c,rec3641,GAL1p-nsp4,pWJ2754,pWJ1781,8,4,15,4,0.14842007,1.135620746,4,0.076980723,1.213648496,0.935713412,-0.095861362,0.287945373,-0.370062022
4/26/20,MATa-deletion-384,msi1,rec3335,GAL1p-nsp4,pWJ2754,pWJ1781,3,6,3,4,0.057814646,1.022233853,4,0.056719821,1.092366206,0.93580364,-0.095722254,0.287945373,-0.369578917
4/26/20,MATa-deletion-384,lap2,rec5370,GAL1p-nsp4,pWJ2754,pWJ1781,11,6,18,4,0.063951174,0.913422695,4,0.040910245,0.976088231,0.935805888,-0.095718788,0.287945373,-0.36956688
4/26/20,MATa-deletion-384,mic27,rec7236,GAL1p-nsp4,pWJ2754,pWJ1781,11,15,6,4,0.17069654,1.190784031,4,0.075167774,1.272407688,0.93585606,-0.095641443,0.287945373,-0.369298269
